diploma,internexp,age,gender,recommend_num,Beautylevel,family_reserve
0,1,1.0,0,17.827300698519007,0,0.42971989236720565
1,0,0.0,0,75.55692221861702,1,0.6841047411102367
1,1,1.0,1,61.34149668676411,1,0.6746312030893401
0,1,1.0,1,1.6933366558690626,0,0.07070233514642582
0,1,1.0,1,50.03410391074875,1,0.6702957438052136
0,1,1.0,0,18.530151602350386,0,0.2476968340608769
0,0,0.0,0,18.557739993495936,1,0.26410758207534485
1,0,0.0,0,26.93367644197184,1,0.4176513314839673
0,1,1.0,0,12.839486021649812,1,0.38109795265006274
1,1,1.0,1,2.1236277245150683,1,0.05889713880080554
0,0,0.0,0,0.8461100618024612,0,5.5975007280549724e-05
0,0,0.0,0,31.694778548114325,1,0.525159560633088
0,1,1.0,0,49.2831606314807,1,0.6403431218033648
1,0,0.0,0,22.958702466150374,0,0.4344611501511819
1,1,1.0,1,12.861770975964442,1,0.2889396848389765
0,0,0.0,1,66.49181300472182,0,0.6581032604349897
0,1,1.0,1,37.58511246204315,1,0.4926540181303473
1,1,1.0,1,14.824345695833458,1,0.4515216231513299
0,0,0.0,1,49.269448422058346,0,0.6210960360674613
0,0,0.0,0,19.957495669980226,0,0.30520482042520203
0,1,1.0,0,2.52683864088483,1,0.017727788257188664
1,1,1.0,0,15.596622936665602,0,0.3477591532669693
1,1,1.0,1,24.08827702605497,0,0.38976532564426797
1,1,1.0,1,4.485575983610998,0,0.1513892738679917
0,1,1.0,1,5.486458054440389,0,0.15797429551990635
0,1,1.0,1,26.725425923026897,1,0.41552114576305355
1,0,0.0,0,6.42922205579703,0,0.1346047933509824
1,0,0.0,1,6.6859790085653374,1,0.25162077282755535
0,1,1.0,1,2.3897091018471768,0,0.1163667631421733
1,0,0.0,0,62.59319172459823,1,0.6375982765645756
0,0,0.0,1,22.17900072301343,0,0.3710347504585504
0,0,0.0,1,36.79421055953706,0,0.5526462263794156
0,1,1.0,0,10.852715743246646,0,0.1651643124952592
0,0,0.0,0,0.9033715057292984,1,0.020674822296679066
1,1,1.0,0,31.049239013125643,0,0.5502123653613069
1,0,0.0,1,8.455537614037253,1,0.2815345682906025
0,1,1.0,1,20.864668597596015,1,0.3348095390776733
0,1,1.0,1,28.63108664843198,0,0.5295601793610221
1,0,0.0,1,15.162831174375022,1,0.2978181750049391
0,0,0.0,1,3.7717454260905408,1,0.11098115715305823
0,1,1.0,0,17.457778489429096,1,0.3425231167534321
0,0,0.0,1,13.684777478797445,0,0.342375186015075
0,1,1.0,0,15.940143053433259,1,0.3894287226905727
1,0,0.0,0,2.177411196164848,1,0.13284662293009186
1,1,1.0,0,73.99335084933486,1,0.733491070599688
1,0,0.0,1,6.250657236734314,1,0.10671222384136893
1,0,0.0,0,26.620792955161146,1,0.49817159518952
1,1,1.0,0,100.39806852092865,0,0.6609120888318272
0,0,0.0,1,74.8217418309381,0,0.6974951592666752
0,0,0.0,0,63.83235479498786,0,0.697863658375601
0,0,0.0,1,8.10011680940727,0,0.27099400989444933
0,1,1.0,0,33.5389929435248,1,0.4625853325014887
0,1,1.0,1,198.26826428429,0,0.8929811125134285
0,1,1.0,1,28.48120428383619,1,0.49428236479641324
1,1,1.0,1,29.82933177690988,0,0.4877781197363741
1,1,1.0,1,153.56209624068376,0,0.8665972880648222
1,0,0.0,0,10.470410608315639,1,0.21923281599481687
0,0,0.0,1,8.73920524004013,1,0.378126850100312
0,0,0.0,0,38.40279232872889,1,0.5954190821239694
0,1,1.0,0,3.8554153357320478,0,0.13216121614707022
0,0,0.0,1,30.763721977490754,0,0.4263491652457552
1,1,1.0,0,80.7083208502437,1,0.7648444098812777
0,1,1.0,0,5.321103313031823,1,0.1736870161305041
1,0,0.0,0,8.75482758676503,1,0.30433666330341047
0,1,1.0,1,3.732605831067193,1,0.06988216060946524
1,0,0.0,0,41.399814165092614,1,0.5825621480852731
0,1,1.0,0,19.451364801144177,0,0.3027650199186683
0,0,0.0,0,95.9188323309734,0,0.7636544872897175
0,1,1.0,0,17.2444144966649,1,0.4047356011968295
1,1,1.0,1,37.52645648589169,1,0.6107699900712489
0,1,1.0,1,25.72835176521171,0,0.5660038751913622
0,0,0.0,1,51.97953174698118,1,0.578189490172275
1,1,1.0,0,73.61365951515643,0,0.765246935203195
0,1,1.0,0,2.2948155708678772,1,0.05089603494502507
1,1,1.0,0,17.626424523659978,0,0.38490999132687675
0,0,0.0,0,77.67012678612971,0,0.5990090286902081
0,1,1.0,1,0.6213415718694799,1,0.011434086468868777
0,1,1.0,1,35.393599918860204,0,0.4457531698416245
1,0,0.0,0,16.968288186071117,0,0.2984477543298763
0,0,0.0,0,106.78546326483209,1,0.8102581293078592
1,1,1.0,1,134.05691979417327,0,0.820058449640372
0,0,0.0,0,19.858416156960317,1,0.42172366535049766
1,1,1.0,0,166.18373444115912,0,0.8613855521863657
0,0,0.0,1,2.2827267090382524,0,0.03248707220865495
0,0,0.0,1,35.74712432513577,0,0.6448691947180211
0,0,0.0,0,12.978411878230945,1,0.2588210729908115
0,0,0.0,0,175.1458282334039,1,0.8037086784402947
1,1,1.0,1,21.429931920711343,0,0.3493650359212445
0,1,1.0,0,8.790446048788,0,0.14661840049703487
1,1,1.0,0,93.17269256100597,0,0.748156116679119
1,0,0.0,0,3.476092100988287,1,0.13340680643185787
1,0,0.0,0,20.276961767682668,0,0.36472621495674196
0,1,1.0,1,0.14948465210329048,0,0.08470889070502717
1,0,0.0,0,62.82791807499184,0,0.5995715533206077
1,0,0.0,0,51.070089211715654,1,0.6371101313340901
0,0,0.0,1,24.362152305420267,0,0.41656810975806796
1,1,1.0,0,5.686548243570362,0,0.17742659406993863
0,0,0.0,1,5.841060396493634,0,0.056762517095429156
1,0,0.0,0,142.44769511233702,1,0.8205453206662935
0,1,1.0,0,0.3532531323767619,1,0.01130452379030999
1,0,0.0,0,12.173484932308568,0,0.3223369528293914
1,0,0.0,0,21.285129425397134,0,0.484471534337727
0,0,0.0,0,20.488429433659146,0,0.3845014588654719
1,0,0.0,0,99.44394014882614,1,0.6715151326423001
0,1,1.0,1,9.157222525427265,1,0.35767415491412463
1,0,0.0,1,47.40332661137694,0,0.5785038161300973
1,1,1.0,0,84.11440578036766,0,0.7410432654545283
0,0,0.0,0,45.94410161108088,1,0.5899768013665514
1,0,0.0,0,55.06671685358348,1,0.6372723746846047
0,1,1.0,1,24.06864922211279,1,0.431259010900967
0,0,0.0,0,37.67750135215198,1,0.5306187874431462
0,0,0.0,0,55.4972580705674,0,0.6322441308807315
0,0,0.0,0,26.692609008300966,0,0.5271194769433355
0,0,0.0,0,8.749368372686124,1,0.21926534943217
1,0,0.0,1,30.78402610941074,0,0.5357974807315722
1,0,0.0,0,19.66502762315384,1,0.37513347657286317
1,1,1.0,0,45.9954943992458,1,0.580192528767872
0,0,0.0,0,23.16081262080665,1,0.5179244081078505
0,0,0.0,1,19.758540174570676,0,0.3796462509629616
0,0,0.0,1,0.40681233489813934,0,0.001961043356214991
0,1,1.0,0,35.536128295591524,1,0.3909046752272416
1,0,0.0,0,21.182488434181174,1,0.37669625564207776
1,1,1.0,0,8.978846875817968,1,0.22327926451977181
0,0,0.0,1,68.89973478888601,1,0.698053889624425
1,1,1.0,0,15.664077943864806,1,0.25216140478251786
0,0,0.0,1,75.7190340139988,0,0.760799354879055
0,0,0.0,0,34.500182762794246,0,0.5489156619479421
0,0,0.0,1,30.183530326385192,0,0.5216172671991802
0,0,0.0,1,51.61712584598484,1,0.576738687625235
0,0,0.0,0,10.341580203330972,0,0.1719592569877579
1,0,0.0,1,6.426725595498693,1,0.24192139391877693
0,0,0.0,1,2.9480623348723127,0,0.0439926915379126
1,1,1.0,0,76.71560736984858,1,0.7472235437450828
1,1,1.0,1,64.16638042142435,0,0.718240316122653
1,0,0.0,1,19.065041150558507,1,0.4178290583406945
1,0,0.0,0,12.719237880032898,1,0.25929913977140717
1,1,1.0,0,85.88610759021086,0,0.6752777278514722
0,1,1.0,1,46.22624344470757,0,0.5595480536422912
1,1,1.0,1,1.258860272159273,0,0.042171024186057886
1,0,0.0,1,6.581465993549078,1,0.15005637083160928
0,0,0.0,1,7.6661345629064925,0,0.11907297302639754
1,1,1.0,1,24.553666763116752,0,0.3472770813459312
0,0,0.0,0,23.185431170385993,1,0.5152663744869882
1,1,1.0,0,15.070059988685964,0,0.29468003684379634
1,1,1.0,1,18.918228641351465,0,0.4452888587794643
0,1,1.0,0,7.332281190191499,0,0.1914072025115151
0,0,0.0,0,0.37785186820465194,1,0.03635593474050455
0,0,0.0,1,2.4685693700240887,0,0.03490232789734786
0,1,1.0,0,12.012199042178905,0,0.2722385730346146
0,1,1.0,0,199.21149701571153,1,0.8780660807817648
0,1,1.0,1,10.258519914326392,0,0.23798548251168872
1,0,0.0,0,42.90879986562019,0,0.6114213763202064
1,1,1.0,0,3.228570690228815,1,0.13033339313416786
0,0,0.0,0,53.485039678126384,1,0.6409776869082041
0,0,0.0,0,0.012759699546437714,0,3.6964663289981805e-12
1,1,1.0,0,55.46990746753576,1,0.667014828617281
0,1,1.0,0,21.21241573864789,0,0.35528259560117215
1,1,1.0,1,5.6940859207642855,1,0.13205156274146101
0,1,1.0,1,62.83974564079239,1,0.6548148222453629
0,1,1.0,0,117.54513861906406,0,0.7450082801452984
1,1,1.0,1,32.726902320067865,0,0.484563076911331
0,0,0.0,1,23.9436882874087,0,0.4899143012691784
1,0,0.0,1,22.54940400376097,1,0.3881375956711398
1,0,0.0,1,56.97102039075663,1,0.5622997497401725
0,1,1.0,1,8.669648809439611,0,0.17436801420754122
0,0,0.0,1,43.15954744258066,0,0.5471823726916595
0,0,0.0,1,8.117980232298837,1,0.18755448917069686
1,1,1.0,0,28.572739166575484,0,0.4402045810887304
1,1,1.0,0,0.048146975336309066,1,2.054667564693238e-27
0,1,1.0,1,0.2762372679700978,1,0.00033064678562055893
1,0,0.0,0,5.027602728100251,1,0.14859027574548256
1,0,0.0,1,19.983796152574676,0,0.3968417974087022
0,1,1.0,1,2.7961329896330414,0,0.12195166376685833
1,0,0.0,0,0.2942731054518944,1,0.007198404093956768
1,0,0.0,1,23.446515104630354,1,0.5145656010350089
0,0,0.0,0,66.97309436435202,1,0.6467029209397582
0,1,1.0,1,14.971478844399211,0,0.41607792601341953
1,0,0.0,1,69.01726385729582,0,0.7317486630726386
0,0,0.0,0,20.897383469806897,0,0.5155036415235369
0,1,1.0,0,6.938298377348234,1,0.12626633795000938
1,0,0.0,1,25.204316744654694,0,0.39645419756188877
1,1,1.0,1,6.4880316560621445,0,0.1855683566583927
1,1,1.0,0,24.296275813664714,1,0.46648815186423126
0,1,1.0,1,18.172297914854102,1,0.4745216158068097
0,1,1.0,0,32.20609206784786,1,0.5581843034409549
0,1,1.0,0,38.97798999866589,0,0.5600662943985683
0,1,1.0,1,217.45441578160495,0,0.872190628354801
1,0,0.0,0,27.972936639015586,1,0.46136852958328695
0,1,1.0,0,2.144574145145839,1,0.08398990204911601
1,0,0.0,0,23.540690558442556,1,0.39030174474599744
1,1,1.0,0,17.58364980870818,0,0.46468436138494307
1,1,1.0,1,35.104937504053396,0,0.5349268705086317
0,1,1.0,1,14.025293903550603,0,0.30715587806885636
0,0,0.0,1,0.9732424080495717,1,0.04484085730275404
1,0,0.0,1,2.49283655562798,0,0.07140077166452868
0,1,1.0,1,1.0083924049750992,0,0.09745470688678785
1,0,0.0,1,15.844792403344695,1,0.21587113094623708
0,0,0.0,0,19.434247848966148,1,0.3772413214845097
0,1,1.0,1,0.9291383288357126,0,0.0044142462116387735
0,0,0.0,0,0.8629279412097118,1,0.04050026657146043
1,0,0.0,1,33.24427981043218,0,0.5516856013260772
0,0,0.0,1,21.23210246027012,0,0.4200848870078219
0,1,1.0,0,12.581432871987966,0,0.340890848829853
0,0,0.0,0,25.935491783814136,1,0.4738501942790389
0,0,0.0,0,2.891864978421811,0,0.16773446679824353
1,0,0.0,0,8.159334744735295,1,0.3764235227836372
0,1,1.0,0,48.844537736642295,0,0.6130849231554495
0,1,1.0,0,93.03117230245411,0,0.7101706753537557
0,1,1.0,0,36.739698461597165,0,0.5995125691926193
0,0,0.0,0,0.3051440494465575,0,0.002780326570635545
0,0,0.0,1,13.261267573824503,1,0.3118582836328099
0,0,0.0,1,67.53533816405505,1,0.6201615008494201
0,1,1.0,1,21.450652668016193,1,0.39949109968314456
1,0,0.0,0,5.245589040165619,0,0.09044236047990566
0,1,1.0,0,61.3266963169993,0,0.7161811246266769
0,0,0.0,1,13.370379403253265,0,0.4115612517057132
0,0,0.0,1,1.493937076282368,1,0.031734413505438916
1,0,0.0,1,11.977773863534148,1,0.3562533986439067
1,0,0.0,0,11.377192313539645,0,0.2851669423942678
0,1,1.0,0,13.566338086567946,1,0.3087351119637932
0,1,1.0,0,46.25070608456771,1,0.5450926205039542
